StationName,StationLocation,DateTime,RecordId,RoadSurfaceTemperature,AirTemperature
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 06:18:00 PM,3730789,48.08,51.38
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 06:19:00 PM,3730790,48.06,51.04
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 06:20:00 PM,3730791,48.03,51.09
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 06:21:00 PM,3730792,47.99,51.29
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/25/2020 06:43:00 PM,2673845,45.75,45.75
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/25/2020 06:44:00 PM,2673846,45.74,45.74
AuroraBridge,POINT (-122.347278 47.643174),02/25/2020 10:47:00 AM,3755341,44.92,45.35
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 04:33:00 PM,3785187,53.46,48.47
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),02/24/2020 11:47:00 AM,681940,39.24,37.44
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),02/24/2020 11:48:00 AM,681941,39.24,37.36
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),02/24/2020 11:49:00 AM,681942,39.24,37.28
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),02/24/2020 11:50:00 AM,681943,39.21,37.18
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 11:46:00 AM,2671988,43.48,43.48
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 11:47:00 AM,2671989,43.48,43.48
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 11:48:00 AM,2671990,43.49,43.49
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 11:49:00 AM,2671991,43.49,43.49
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 11:50:00 AM,2671992,43.51,43.51
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 11:51:00 AM,2671993,43.52,43.52
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 11:52:00 AM,2671994,43.53,43.53
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/25/2020 06:45:00 PM,2673847,45.74,45.74
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/25/2020 08:10:00 PM,2779612,50.15,47.26
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/25/2020 08:11:00 PM,2779613,50.15,47.31
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/25/2020 08:12:00 PM,2779614,50.14,47.37
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 11:53:00 AM,2671995,43.54,43.54
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 11:54:00 AM,2671996,43.55,43.55
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 11:55:00 AM,2671997,43.57,43.57
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 11:56:00 AM,2671998,43.57,43.57
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 11:57:00 AM,2671999,43.58,43.58
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 11:58:00 AM,2672000,43.59,43.59
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 11:59:00 AM,2672001,43.60,43.60
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 12:00:00 PM,2672002,43.60,43.60
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 11:46:00 AM,2777668,51.41,44.96
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 11:47:00 AM,2777669,51.48,45.02
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 11:48:00 AM,2777670,51.55,45.00
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 11:49:00 AM,2777671,51.62,45.26
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 11:50:00 AM,2777672,51.70,45.39
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 11:51:00 AM,2777673,51.78,45.42
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 11:52:00 AM,2777674,51.87,45.50
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 11:53:00 AM,2777675,51.95,45.67
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 11:54:00 AM,2777676,52.04,45.74
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 11:55:00 AM,2777677,52.13,45.44
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 11:56:00 AM,2777678,52.21,45.46
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 11:57:00 AM,2777679,52.28,45.46
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 11:58:00 AM,2777680,52.35,45.42
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 11:59:00 AM,2777681,52.44,45.48
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 12:00:00 PM,2777682,52.52,45.55
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/24/2020 11:46:00 AM,3817382,56.42,56.42
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/24/2020 11:47:00 AM,3817383,56.60,56.60
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/24/2020 11:48:00 AM,3817384,56.80,56.80
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/24/2020 11:49:00 AM,3817385,56.99,56.99
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/24/2020 11:50:00 AM,3817386,57.20,57.20
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/24/2020 11:51:00 AM,3817387,57.39,57.39
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/24/2020 11:52:00 AM,3817388,57.60,57.60
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/24/2020 11:53:00 AM,3817389,57.79,57.79
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/24/2020 11:54:00 AM,3817390,57.90,57.90
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/24/2020 11:55:00 AM,3817391,57.89,57.89
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/24/2020 11:56:00 AM,3817392,57.82,57.82
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/24/2020 11:57:00 AM,3817393,57.70,57.70
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/24/2020 11:58:00 AM,3817394,57.53,57.53
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/24/2020 11:59:00 AM,3817395,57.41,57.41
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/24/2020 12:00:00 PM,3817396,57.39,57.39
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 11:46:00 AM,3823375,52.90,46.24
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 11:47:00 AM,3823376,52.99,46.43
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 11:48:00 AM,3823377,53.07,46.28
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 11:49:00 AM,3823378,53.16,46.27
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 11:50:00 AM,3823379,53.25,46.22
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 11:51:00 AM,3823380,53.35,46.55
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 11:52:00 AM,3823381,53.44,46.65
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 11:53:00 AM,3823382,53.53,47.03
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 11:54:00 AM,3823383,53.61,47.45
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 11:55:00 AM,3823384,53.71,47.34
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 11:56:00 AM,3823385,53.79,47.25
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 11:57:00 AM,3823386,53.88,47.51
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 11:58:00 AM,3823387,53.96,47.71
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 11:59:00 AM,3823388,54.05,47.01
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 12:00:00 PM,3823389,54.13,46.56
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 11:56:00 AM,2671998,43.57,43.57
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 11:57:00 AM,2671999,43.58,43.58
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 11:58:00 AM,2672000,43.59,43.59
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 11:59:00 AM,2672001,43.60,43.60
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 12:00:00 PM,2672002,43.60,43.60
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 12:01:00 PM,2672003,43.61,43.61
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 12:02:00 PM,2672004,43.63,43.63
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 12:03:00 PM,2672005,43.63,43.63
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 12:04:00 PM,2672006,43.64,43.64
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 12:05:00 PM,2672007,43.64,43.64
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 12:06:00 PM,2672008,43.65,43.65
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 12:07:00 PM,2672009,43.67,43.67
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 12:08:00 PM,2672010,43.67,43.67
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 12:09:00 PM,2672011,43.68,43.68
